Crop_Type,Soil_Moisture,Soil_Temp,pH,MQ135_Gas,Ambient_Temp,Ambient_Humidity,SW420_Vibration,ESP32_Voltage,ESP32_RSSI,ESP32_Battery,Soil_Health,Crop_Risk,Irrigation_Req
Sugarcane,68.06352297194002,39.19493517061946,7.483496263534313,364.28765392700313,40.361338102395,76.54833389029346,101.19299962299729,3.1500913024267176,-48.23435507802114,25.01521707111961,Good,High,No Irrigation
Wheat,46.693986128189046,31.5057266176398,6.6781326975270465,154.54610549782382,33.192964426835964,77.47355882440941,11.604758256051548,3.389921170101427,-71.43944904446273,64.98686168357115,Excellent,High,No Irrigation
Coconut,24.601133023017574,40.18906714406133,7.403033745588477,320.42058857129575,44.73413086307553,71.89413489870421,5.088095527967726,3.206540796201223,-54.31219956385455,34.42346603353719,Good,High,Heavy Irrigation
Wheat,57.54143967708306,11.12873981210883,6.618458376151545,134.06129470666784,15.107449860027987,98.0,26.470877453620304,3.2018611354388646,-42.71759372787717,33.64352257314411,Excellent,Medium,No Irrigation
Wheat,22.81477636821205,32.494859770596165,7.184274718793801,766.4855704594922,39.187017836352894,74.92441126740842,10.146486268975695,3.4868778905005473,-71.64780144923499,81.14631508342455,Degraded,High,Heavy Irrigation
Rice,97.15944960613727,34.540264886138814,4.786133728945852,990.0,36.10876336008068,91.49631962969359,6.365490184718763,3.571372597900534,-45.28462795572869,95.2287663167557,Degraded,High,No Irrigation
Ragi,31.283001599239746,33.90642529413249,7.155946236141727,691.4388022515319,34.14947769144837,83.76555850475543,3.3540782449126163,3.528861634895135,-82.61621922792546,88.14360581585586,Degraded,Medium,No Irrigation
Rice,45.67735684928065,34.65563178642182,7.56129623256119,176.69436504897465,37.226045381406955,80.68671759473759,8.596809491168116,3.569256720894649,-56.64928040846864,94.87612014910817,Good,High,Heavy Irrigation
Ragi,24.401722972181997,31.693527803591568,6.636037774996899,266.6641505700297,30.582780335909085,88.22470380311987,55.98535420293426,3.3574287865178185,-44.622279753901516,59.57146441963642,Excellent,High,No Irrigation
Coconut,91.1817297867786,25.472075641247965,7.036135920067458,229.18182642145237,30.58465375657329,95.48069919435183,6.261716715514885,3.259210319335628,-59.832196278255836,43.20171988927135,Degraded,High,No Irrigation
Ragi,57.575890701689374,17.938623930879395,8.06155098276667,469.651950903558,17.1531529865454,98.0,5.790555301985852,3.497930511762802,-60.8295663270967,82.98841862713368,Good,Medium,No Irrigation
Coconut,48.87151662049723,39.68738671299221,6.049255592086317,217.99805925101714,42.41935020564355,75.18091092616967,7.276199514531114,3.275106131512604,-66.58924715771089,45.85102191876733,Excellent,High,No Irrigation
Rice,51.14661674301699,22.554212952563425,8.574866607179603,333.0258253477399,21.168519336299504,98.0,26.958884233324927,3.2673702669094147,-53.49603095825647,44.561711151569114,Degraded,Medium,Heavy Irrigation
Rice,52.60423972712873,25.947102100184534,6.817780080333464,719.6330354955594,29.872012779342285,98.0,8.233748615808636,3.554572105882601,-69.05205327506168,92.42868431376688,Degraded,Medium,Heavy Irrigation
Coconut,30.171906911504543,37.23748566366062,6.22226084090704,191.94376763362465,42.227306380493296,75.27029064565393,7.622310992402966,3.3762604160926255,-79.72511286709482,62.71006934877092,Excellent,Medium,Heavy Irrigation
Wheat,64.29045387223877,16.45683242062381,6.711096706229227,143.4204087772225,19.013226779377106,98.0,5.338130866067961,3.476134265832934,-83.99623570987772,79.35571097215566,Excellent,Medium,No Irrigation
Coconut,31.888081852880646,29.50002064656557,5.05699736947729,191.48886367871862,33.20227102036289,84.11369546553352,4.005658133925384,3.3892306666425394,-67.36985382180826,64.87177777375656,Excellent,Medium,Light Irrigation
Sugarcane,83.98973120664255,36.514286164029784,8.247878729653014,727.7257765575715,38.85977496948209,87.57460144690131,11.93121315660264,3.4476470928499463,-82.23648286658408,74.60784880832438,Degraded,Medium,No Irrigation
Wheat,92.0055186536006,10.977656721075826,6.725077355877642,414.5185850559065,16.977490040743888,98.0,9.043131249399899,3.3235008427946844,-77.39034235995965,53.916807132447396,Degraded,High,No Irrigation
Ragi,59.362541495113994,37.864503937385926,7.033700780727723,152.61591181623834,37.62440909244618,88.1626607448304,3.285242003134094,3.496415601104807,-64.69761983405819,82.73593351746786,Good,Medium,No Irrigation
Wheat,18.21827925133565,34.96607037517389,7.267182315085885,690.6156853639966,38.473749720309286,82.32160189198461,7.565979540000615,3.4252389508144416,-64.2753706737679,70.8731584690736,Degraded,High,Heavy Irrigation
Ragi,72.88444119760548,18.550574321246792,5.89845872321136,161.48164869366644,20.235080354783822,98.0,6.1126262653125085,3.3584556856896226,-72.18398315877022,59.742614281603764,Degraded,High,No Irrigation
Ragi,23.367437029081902,35.24433646001389,4.047327095578206,154.40698714951762,39.48908489742021,63.547993347457506,10.837331826505128,3.5011896460982306,-54.4742216745241,83.53160768303843,Good,High,No Irrigation
Sugarcane,61.782594393546795,26.698677625756147,6.961062572004772,519.7813061713425,29.668231726985212,98.0,6.90186326059023,3.4670621571103615,-82.08428568923289,77.84369285172691,Good,Medium,No Irrigation
Sugarcane,37.2257612953366,40.715028194541944,5.791663947514468,812.8206735606661,44.62100623013866,79.94624156017635,36.02433243494153,3.4526246753679497,-70.33174051942807,75.43744589465828,Degraded,High,Heavy Irrigation
Rice,86.05950112370249,21.483366698364858,5.381984683963175,194.12889328393211,24.418324366346976,98.0,52.82944342183685,3.1863002323367193,-83.93774590478371,31.050038722786553,Excellent,Medium,No Irrigation
Ragi,67.86993452243021,35.14889443691474,6.387871004261061,198.69520467825498,38.73261305769087,82.85881232044548,11.771880521695067,3.402313940931448,-43.14969760750752,67.05232348857464,Good,High,No Irrigation
Sugarcane,96.93657656828896,34.68818938325619,6.954448337544328,556.1622408830543,37.19398976401515,91.72691180849118,10.603935420869636,3.2445488095862616,-50.75615082175885,40.7581349310436,Degraded,High,No Irrigation
Coconut,78.0895109906086,24.88015751978566,6.2368826815826495,258.9776817589851,29.185825975169784,87.68097062832307,2.272269483480903,3.5151194106240853,-62.12085485150501,85.85323510401422,Good,Medium,No Irrigation
Sugarcane,46.9656428031239,34.93828116372199,6.840758472456834,194.02846340783285,35.363535242152956,77.27556086946595,1.035063168893708,3.339434385391437,-49.6665376714655,56.57239756523954,Excellent,Medium,Light Irrigation
Sugarcane,45.00344337083979,32.73897479102854,7.625459763594693,204.1156848963571,35.823901109715415,86.7637297908071,10.359520095760885,3.273642812996804,-41.06450763917461,45.607135499467304,Excellent,Medium,Light Irrigation
Sugarcane,73.79822887189633,13.381725580773619,5.9672026326198075,464.94089437198255,19.15098898766245,97.5163273017269,5.771060670832999,3.2641440559375137,-59.89856613169921,44.02400932291894,Good,Medium,No Irrigation
Rice,87.94133502455082,30.248614144423144,3.5,180.84422777576452,32.66102265530238,90.60926825790642,6.194743442205749,3.2074927725494398,-64.26745374679899,34.58212875823996,Degraded,High,No Irrigation
Sugarcane,46.44147613769771,24.15720578573322,7.16508315324874,407.16397858069973,24.160414461317323,87.82596350230192,11.133984778740972,3.2163541506075544,-74.14613654695509,36.05902510125906,Good,Medium,Light Irrigation
Coconut,60.60009059514007,17.173185680486725,7.177673976219777,505.0585195305761,13.164904610930076,98.0,37.233192992070336,3.5422764616632394,-78.72882391084521,90.37941027720657,Good,Medium,No Irrigation
Wheat,97.28704445894728,22.24573478382486,6.5206635033882145,316.75778318804464,24.147480245182813,96.91309402328908,74.5928528136505,3.422735168422066,-50.30352797509167,70.45586140367766,Degraded,High,No Irrigation
Rice,31.67451111160296,30.31962989267614,4.694014619888876,137.31432882173783,33.45139911783997,86.47679841260505,62.26529767600985,3.175007846784442,-44.88988269586076,29.167974464073676,Degraded,High,Heavy Irrigation
Ragi,13.286640609930869,22.863065633708974,5.198664538478478,576.7270778118013,19.03455365407509,98.0,8.752754197454053,3.522461647407509,-55.21370214289331,87.07694123458481,Degraded,Medium,Light Irrigation
Sugarcane,75.1135240418803,43.21028182611917,8.437437403853867,188.33189987066808,46.43892656887532,74.78298213380526,7.931459947913879,3.411518709945924,-43.97551407377022,68.58645165765398,Good,Medium,No Irrigation
Coconut,36.72242286619483,30.06539273756846,7.143998166222391,321.3542613397147,32.906638382732964,82.20300697117084,8.106064013238292,3.2840655267634964,-41.12407379527952,47.34425446058273,Good,Medium,Light Irrigation
Sugarcane,14.269936079767238,34.10727342521546,5.127106807106587,254.40095595437094,37.27407163331257,80.3102783836502,24.29765098273055,3.5447539831776202,-54.340534128624114,90.79233052960338,Degraded,High,Heavy Irrigation
Coconut,21.302750501374163,37.91931733885523,7.6272656251827335,348.47269598710716,41.68814229775275,63.171417719538894,93.52034885259847,3.4415653822252983,-49.241931288524114,73.59423037088305,Good,High,Heavy Irrigation
Sugarcane,59.05407783602267,23.955461753950992,8.378319223088237,155.68967964826658,28.03366696277894,96.30961577697462,3.2413986611220684,3.406715541911183,-46.110213878175216,67.78592365186387,Good,Low,No Irrigation
Rice,21.67124897219953,41.44235216790877,6.7139670269550775,203.79708691585,44.79896262355159,66.41613257344517,10.81701200243511,3.354252199001625,-43.63350423096548,59.042033166937536,Degraded,High,Heavy Irrigation
Ragi,81.68257538036163,25.709598399961997,7.651746774603522,215.96665788105642,27.91118054525161,93.90487563910885,8.774418100477941,3.467905288999264,-73.73321271818601,77.98421483321069,Degraded,High,No Irrigation
Coconut,15.691356689003975,39.227415234084376,7.1868079019518945,211.01955043316843,39.11960454746001,69.86902834327171,2.9036729442602756,3.3685592479298623,-76.20624002522689,61.42654132164371,Good,High,Heavy Irrigation
Wheat,22.634953483558,13.912323650896102,6.704894360484733,186.1239014165105,16.006568540041282,98.0,4.520717571282724,3.1981539556749974,-73.94303239737887,33.025659279166234,Excellent,Medium,Light Irrigation
Sugarcane,50.5420888983583,29.533181727680862,8.177262947262337,167.42530761280275,33.73264927561742,82.7185912755354,50.4022806080247,3.4229154071994587,-61.81488881369381,70.48590119990979,Good,Medium,No Irrigation
Wheat,20.184317237360432,35.2772310161399,5.346395572291223,600.9848782934196,37.87712979347329,76.89280809610923,1.224298705003177,3.4593537108391064,-70.80650727408755,76.55895180651773,Degraded,High,Heavy Irrigation
Sugarcane,94.988146665471,37.25278474817716,5.997915485245274,199.32068067164087,39.622088277255045,76.21777864013572,60.961818201975454,3.4744024553257233,-57.07014542859382,79.06707588762056,Good,High,No Irrigation
Ragi,42.73759154976492,21.56303049682102,6.988868433865872,256.013829216381,21.98126691343189,98.0,3.9332181134575492,3.380067746875263,-79.54876417679944,63.34462447921049,Excellent,Low,No Irrigation
